shipment_id,last_known_location,last_update_time,status_update
296577bd-f671-463a-80b0-cd1332e523af,"Oklahoma City, OK",2025-04-12T02:11:27.709342,arrived at hub
dee57d6d-1a46-4429-b2b7-0c8d936652b7,"Salt Lake City, UT",2025-04-18T02:11:27.709416,in transit
dee57d6d-1a46-4429-b2b7-0c8d936652b7,"Tucson, AZ",2025-04-19T01:11:27.709416,out for delivery
dee57d6d-1a46-4429-b2b7-0c8d936652b7,"Las Vegas, NV",2025-04-19T21:11:27.709416,arrived at hub
6ef34b95-a006-40f7-be38-a86a2bc514a5,"Salt Lake City, UT",2025-04-21T21:11:27.709488,out for delivery
6ef34b95-a006-40f7-be38-a86a2bc514a5,"Salt Lake City, UT",2025-04-21T03:11:27.709488,in transit
3901576d-62c1-4411-9de4-a720b288768f,"Phoenix, AZ",2025-05-04T03:11:27.709560,delivered
3901576d-62c1-4411-9de4-a720b288768f,"Denver, CO",2025-05-01T19:11:27.709560,arrived at hub
3901576d-62c1-4411-9de4-a720b288768f,"Phoenix, AZ",2025-05-03T03:11:27.709560,arrived at hub
cf25ae6d-edd8-4fd2-ad0f-07724234094c,"El Paso, TX",2025-04-15T18:11:27.709640,delivered
cf25ae6d-edd8-4fd2-ad0f-07724234094c,"Salt Lake City, UT",2025-04-14T17:11:27.709640,delivered
08a2ce46-7a66-46e1-999b-61ed53b5963d,"Tucson, AZ",2025-04-24T22:11:27.709716,delayed
08a2ce46-7a66-46e1-999b-61ed53b5963d,"Las Vegas, NV",2025-04-24T19:11:27.709716,delivered
08a2ce46-7a66-46e1-999b-61ed53b5963d,"El Paso, TX",2025-04-22T20:11:27.709716,in transit
5c1ad108-440b-4515-832f-ea128d007c1f,"Las Vegas, NV",2025-04-15T16:11:27.709801,in transit
5c1ad108-440b-4515-832f-ea128d007c1f,"Denver, CO",2025-04-15T09:11:27.709801,arrived at hub
6a7c9f79-3cc7-441a-b455-7073312d0d4d,"Phoenix, AZ",2025-05-05T09:11:27.709885,out for delivery
6a7c9f79-3cc7-441a-b455-7073312d0d4d,"Oklahoma City, OK",2025-05-06T22:11:27.709885,delivered
e471336a-9feb-411d-9d44-9965b5dd6337,"Phoenix, AZ",2025-04-09T02:11:27.709969,arrived at hub
e471336a-9feb-411d-9d44-9965b5dd6337,"Oklahoma City, OK",2025-04-09T01:11:27.709969,delayed
e471336a-9feb-411d-9d44-9965b5dd6337,"Phoenix, AZ",2025-04-09T23:11:27.709969,arrived at hub
eb916f01-cd09-4b18-ae37-0d4357bb8b1f,"Tucson, AZ",2025-04-08T14:11:27.710046,in transit
eb916f01-cd09-4b18-ae37-0d4357bb8b1f,"Oklahoma City, OK",2025-04-08T17:11:27.710046,arrived at hub
eb916f01-cd09-4b18-ae37-0d4357bb8b1f,"Salt Lake City, UT",2025-04-08T23:11:27.710046,arrived at hub
f572aaf9-6b9c-49aa-8ce0-ba2143cadeeb,"Denver, CO",2025-04-25T20:11:27.710142,delayed
f572aaf9-6b9c-49aa-8ce0-ba2143cadeeb,"Tucson, AZ",2025-04-27T01:11:27.710142,in transit
77dd3487-1258-4f39-ba37-f79ffccd9603,"Oklahoma City, OK",2025-04-12T03:11:27.710239,out for delivery
77dd3487-1258-4f39-ba37-f79ffccd9603,"El Paso, TX",2025-04-11T23:11:27.710239,delivered
77dd3487-1258-4f39-ba37-f79ffccd9603,"Tucson, AZ",2025-04-13T04:11:27.710239,in transit
e5269b97-e2e9-40f2-b0ee-b77b019a3f6c,"Oklahoma City, OK",2025-04-26T20:11:27.710990,delayed
e5269b97-e2e9-40f2-b0ee-b77b019a3f6c,"Phoenix, AZ",2025-04-25T21:11:27.710990,in transit
03c3e70a-e372-4b87-84da-cd210923383d,"Salt Lake City, UT",2025-04-22T15:11:27.711100,delayed
03c3e70a-e372-4b87-84da-cd210923383d,"Salt Lake City, UT",2025-04-22T18:11:27.711100,arrived at hub
b467bc9a-706d-4540-9b8c-d818cc2b0e10,"Oklahoma City, OK",2025-04-24T07:11:27.711191,out for delivery
b467bc9a-706d-4540-9b8c-d818cc2b0e10,"Denver, CO",2025-04-23T00:11:27.711191,delivered
b467bc9a-706d-4540-9b8c-d818cc2b0e10,"Oklahoma City, OK",2025-04-23T20:11:27.711191,out for delivery
8ae8033d-2eb0-4aa8-b81d-682422bcf954,"Las Vegas, NV",2025-05-01T01:11:27.711281,out for delivery
8ae8033d-2eb0-4aa8-b81d-682422bcf954,"Las Vegas, NV",2025-04-30T07:11:27.711281,in transit
79f3bcf1-2209-43f6-9c34-762538dd6802,"Tucson, AZ",2025-04-07T07:11:27.711369,out for delivery
79f3bcf1-2209-43f6-9c34-762538dd6802,"Oklahoma City, OK",2025-04-07T01:11:27.711369,out for delivery
5049deec-ba07-4d99-adda-60994960f894,"Phoenix, AZ",2025-04-17T23:11:27.711450,delayed
5049deec-ba07-4d99-adda-60994960f894,"Las Vegas, NV",2025-04-16T21:11:27.711450,in transit
5ce6abfc-0f31-463a-aee9-00603c5886d4,"Salt Lake City, UT",2025-04-09T06:11:27.711623,in transit
5ce6abfc-0f31-463a-aee9-00603c5886d4,"Tucson, AZ",2025-04-09T00:11:27.711623,in transit
5ce6abfc-0f31-463a-aee9-00603c5886d4,"El Paso, TX",2025-04-07T13:11:27.711623,delayed
daffe172-e53c-4326-87c8-4f6343e92933,"Salt Lake City, UT",2025-04-10T21:11:27.711713,in transit
daffe172-e53c-4326-87c8-4f6343e92933,"Las Vegas, NV",2025-04-09T15:11:27.711713,delivered
daffe172-e53c-4326-87c8-4f6343e92933,"Las Vegas, NV",2025-04-09T05:11:27.711713,out for delivery
2bab5fcc-7a0b-41a6-9d93-152dddc88695,"Phoenix, AZ",2025-04-07T04:11:27.711808,delivered
2bab5fcc-7a0b-41a6-9d93-152dddc88695,"Oklahoma City, OK",2025-04-07T19:11:27.711808,arrived at hub
2bab5fcc-7a0b-41a6-9d93-152dddc88695,"El Paso, TX",2025-04-08T04:11:27.711808,in transit
8ae25ae1-d623-46c9-9b8e-ee389eb00888,"Denver, CO",2025-04-20T00:11:27.711898,in transit
8ae25ae1-d623-46c9-9b8e-ee389eb00888,"Phoenix, AZ",2025-04-22T00:11:27.711898,arrived at hub
8ae25ae1-d623-46c9-9b8e-ee389eb00888,"Oklahoma City, OK",2025-04-22T04:11:27.711898,delayed
27a8d573-a275-4fb5-90ed-930707015577,"Salt Lake City, UT",2025-05-01T18:11:27.711977,out for delivery
27a8d573-a275-4fb5-90ed-930707015577,"Denver, CO",2025-05-02T01:11:27.711977,out for delivery
27a8d573-a275-4fb5-90ed-930707015577,"Tucson, AZ",2025-04-30T07:11:27.711977,arrived at hub
2e8250f3-c506-4c34-9b8e-7e5530fae695,"Las Vegas, NV",2025-04-28T21:11:27.712053,out for delivery
2e8250f3-c506-4c34-9b8e-7e5530fae695,"Salt Lake City, UT",2025-04-30T08:11:27.712053,delivered
004d1e8c-8509-4afb-a558-96d356ed980d,"Las Vegas, NV",2025-04-14T13:11:27.712129,delayed
004d1e8c-8509-4afb-a558-96d356ed980d,"Salt Lake City, UT",2025-04-17T03:11:27.712129,arrived at hub
004d1e8c-8509-4afb-a558-96d356ed980d,"El Paso, TX",2025-04-16T22:11:27.712129,out for delivery
39a7dad7-1220-41d8-9355-c61cb6102825,"El Paso, TX",2025-04-15T07:11:27.712221,delivered
39a7dad7-1220-41d8-9355-c61cb6102825,"Tucson, AZ",2025-04-15T13:11:27.712221,delayed
39a7dad7-1220-41d8-9355-c61cb6102825,"Oklahoma City, OK",2025-04-14T13:11:27.712221,arrived at hub
d9a107af-6b6c-41aa-b01d-908416a8f77c,"Salt Lake City, UT",2025-04-07T18:11:27.712312,out for delivery
d9a107af-6b6c-41aa-b01d-908416a8f77c,"Las Vegas, NV",2025-04-06T18:11:27.712312,out for delivery
d9a107af-6b6c-41aa-b01d-908416a8f77c,"Tucson, AZ",2025-04-08T13:11:27.712312,arrived at hub
e291fde2-be9f-44ee-9635-5312c666b65f,"Denver, CO",2025-04-21T17:11:27.712386,delivered
e291fde2-be9f-44ee-9635-5312c666b65f,"Salt Lake City, UT",2025-04-23T07:11:27.712386,in transit
e291fde2-be9f-44ee-9635-5312c666b65f,"Phoenix, AZ",2025-04-23T21:11:27.712386,delivered
a8d3beb1-04d0-47d6-b22e-46947e8e60d9,"Oklahoma City, OK",2025-04-27T14:11:27.712465,arrived at hub
a8d3beb1-04d0-47d6-b22e-46947e8e60d9,"Salt Lake City, UT",2025-04-29T17:11:27.712465,arrived at hub
a8d3beb1-04d0-47d6-b22e-46947e8e60d9,"Tucson, AZ",2025-04-27T22:11:27.712465,delayed
aba0bad5-b1f1-4952-8e74-24bfc51fd916,"Oklahoma City, OK",2025-04-25T15:11:27.712539,in transit
aba0bad5-b1f1-4952-8e74-24bfc51fd916,"Salt Lake City, UT",2025-04-25T07:11:27.712539,delivered
aba0bad5-b1f1-4952-8e74-24bfc51fd916,"Las Vegas, NV",2025-04-25T13:11:27.712539,out for delivery
b1dad7a7-6646-4a66-9a7c-8f48a10ef241,"Denver, CO",2025-04-14T21:11:27.712720,delayed
b1dad7a7-6646-4a66-9a7c-8f48a10ef241,"Oklahoma City, OK",2025-04-15T18:11:27.712720,in transit
b1fc0862-8883-4702-980b-d0bb1bbc93e8,"Salt Lake City, UT",2025-04-28T01:11:27.712805,in transit
b1fc0862-8883-4702-980b-d0bb1bbc93e8,"Denver, CO",2025-04-29T21:11:27.712805,delayed
b1fc0862-8883-4702-980b-d0bb1bbc93e8,"Phoenix, AZ",2025-04-27T16:11:27.712805,delayed
613afc9f-1f3a-4d56-986b-202540cd0d80,"Las Vegas, NV",2025-04-23T02:11:27.712921,delayed
613afc9f-1f3a-4d56-986b-202540cd0d80,"Denver, CO",2025-04-23T20:11:27.712921,arrived at hub
fb259db7-1326-4e00-ace5-aedc08a47eee,"Denver, CO",2025-04-29T12:11:27.713001,arrived at hub
fb259db7-1326-4e00-ace5-aedc08a47eee,"El Paso, TX",2025-04-28T23:11:27.713001,out for delivery
fb259db7-1326-4e00-ace5-aedc08a47eee,"Tucson, AZ",2025-04-29T19:11:27.713001,delivered
3d08f6ef-1c22-483d-9cf4-e418ce29ebd4,"Tucson, AZ",2025-04-27T18:11:27.713076,delayed
3d08f6ef-1c22-483d-9cf4-e418ce29ebd4,"Las Vegas, NV",2025-04-28T23:11:27.713076,in transit
ee970dc4-beb9-4ced-9f3e-a250d713551a,"Oklahoma City, OK",2025-04-13T01:11:27.713255,delivered
ee970dc4-beb9-4ced-9f3e-a250d713551a,"Phoenix, AZ",2025-04-12T09:11:27.713255,out for delivery
ee970dc4-beb9-4ced-9f3e-a250d713551a,"El Paso, TX",2025-04-13T09:11:27.713255,delayed
0622cbff-a874-449e-8a1a-ba122bc39350,"Tucson, AZ",2025-04-11T21:11:27.713345,delayed
0622cbff-a874-449e-8a1a-ba122bc39350,"Tucson, AZ",2025-04-11T14:11:27.713345,out for delivery
0622cbff-a874-449e-8a1a-ba122bc39350,"Denver, CO",2025-04-11T02:11:27.713345,out for delivery
dd2fffde-5736-4024-8490-95eca1f348ef,"Oklahoma City, OK",2025-04-22T02:11:27.713422,delayed
dd2fffde-5736-4024-8490-95eca1f348ef,"Salt Lake City, UT",2025-04-20T15:11:27.713422,out for delivery
dd2fffde-5736-4024-8490-95eca1f348ef,"Phoenix, AZ",2025-04-22T00:11:27.713422,delivered
4437a4ba-ec3d-4b71-a722-a84931dcb8c4,"Salt Lake City, UT",2025-05-02T04:11:27.713508,delayed
4437a4ba-ec3d-4b71-a722-a84931dcb8c4,"El Paso, TX",2025-04-30T18:11:27.713508,delayed
464fd480-0eb5-4e50-8de4-31ffef65eab6,"El Paso, TX",2025-05-02T13:11:27.713583,delayed
464fd480-0eb5-4e50-8de4-31ffef65eab6,"Oklahoma City, OK",2025-05-02T06:11:27.713583,in transit
0257746c-5601-4fbf-84a9-462387e73d9b,"Salt Lake City, UT",2025-04-28T04:11:27.713656,out for delivery
0257746c-5601-4fbf-84a9-462387e73d9b,"El Paso, TX",2025-04-26T17:11:27.713656,delayed
7b2a9733-01ac-40fa-bec8-0a7363679d7b,"Las Vegas, NV",2025-04-08T00:11:27.713739,delayed
7b2a9733-01ac-40fa-bec8-0a7363679d7b,"Denver, CO",2025-04-09T18:11:27.713739,arrived at hub
94e31d67-afb7-479f-bae5-87fde5c8934d,"El Paso, TX",2025-04-15T11:11:27.713813,delivered
94e31d67-afb7-479f-bae5-87fde5c8934d,"Salt Lake City, UT",2025-04-14T23:11:27.713813,arrived at hub
1dc0d276-403b-436e-a208-73ab03ccab90,"Salt Lake City, UT",2025-05-01T02:11:27.713895,delayed
1dc0d276-403b-436e-a208-73ab03ccab90,"Salt Lake City, UT",2025-04-30T08:11:27.713895,in transit
1dc0d276-403b-436e-a208-73ab03ccab90,"Phoenix, AZ",2025-05-01T00:11:27.713895,arrived at hub
de69af4c-6099-4631-8add-6df9ade79e3c,"Salt Lake City, UT",2025-04-28T15:11:27.713978,delivered
de69af4c-6099-4631-8add-6df9ade79e3c,"Phoenix, AZ",2025-04-28T11:11:27.713978,out for delivery
13b48a2e-545c-4787-a668-700ce00126b1,"El Paso, TX",2025-04-10T22:11:27.714051,in transit
13b48a2e-545c-4787-a668-700ce00126b1,"Las Vegas, NV",2025-04-11T23:11:27.714051,delayed
a26b359c-c270-44c7-a610-ae7ac9e8754c,"Phoenix, AZ",2025-04-09T12:11:27.714133,arrived at hub
a26b359c-c270-44c7-a610-ae7ac9e8754c,"Phoenix, AZ",2025-04-10T01:11:27.714133,delivered
a26b359c-c270-44c7-a610-ae7ac9e8754c,"El Paso, TX",2025-04-09T06:11:27.714133,arrived at hub
4ef15cb4-762d-4abf-80bc-8f641fd56021,"Oklahoma City, OK",2025-05-02T00:11:27.714216,delayed
4ef15cb4-762d-4abf-80bc-8f641fd56021,"Phoenix, AZ",2025-05-01T17:11:27.714216,arrived at hub
70c8ce44-c9a4-44c8-b3f3-ec42e63e261a,"Las Vegas, NV",2025-04-12T17:11:27.714299,out for delivery
70c8ce44-c9a4-44c8-b3f3-ec42e63e261a,"Phoenix, AZ",2025-04-13T03:11:27.714299,arrived at hub
d0d3305c-e491-433f-b665-72f9c3f4d97d,"Tucson, AZ",2025-04-14T14:11:27.714369,delayed
d0d3305c-e491-433f-b665-72f9c3f4d97d,"El Paso, TX",2025-04-14T18:11:27.714369,arrived at hub
fd26c5c1-f16f-45b3-af7f-2d8204482200,"Salt Lake City, UT",2025-04-06T01:11:27.714441,out for delivery
fd26c5c1-f16f-45b3-af7f-2d8204482200,"Las Vegas, NV",2025-04-07T17:11:27.714441,in transit
fd26c5c1-f16f-45b3-af7f-2d8204482200,"Denver, CO",2025-04-07T12:11:27.714441,out for delivery
01ae8402-65aa-49b2-8d1d-a14afbc32235,"Salt Lake City, UT",2025-04-27T19:11:27.714511,delayed
01ae8402-65aa-49b2-8d1d-a14afbc32235,"Oklahoma City, OK",2025-04-27T01:11:27.714511,delayed
01ae8402-65aa-49b2-8d1d-a14afbc32235,"Phoenix, AZ",2025-04-28T10:11:27.714511,out for delivery
3a508963-7a47-44b4-b471-b709c1ca76e0,"Phoenix, AZ",2025-04-20T13:11:27.714584,out for delivery
3a508963-7a47-44b4-b471-b709c1ca76e0,"Oklahoma City, OK",2025-04-20T00:11:27.714584,arrived at hub
3a508963-7a47-44b4-b471-b709c1ca76e0,"Phoenix, AZ",2025-04-19T15:11:27.714584,delayed
cb69d6ee-d433-4e4d-a983-09b05532dabc,"Salt Lake City, UT",2025-04-05T05:11:27.714666,delivered
cb69d6ee-d433-4e4d-a983-09b05532dabc,"Phoenix, AZ",2025-04-05T15:11:27.714666,delivered
9363e3e1-aab5-4822-986d-d7b164af7d91,"Salt Lake City, UT",2025-04-16T16:11:27.714736,arrived at hub
9363e3e1-aab5-4822-986d-d7b164af7d91,"Salt Lake City, UT",2025-04-17T07:11:27.714736,arrived at hub
d9d17409-041b-4c19-977d-5de1c9fb5e6a,"Salt Lake City, UT",2025-04-26T00:11:27.714940,arrived at hub
d9d17409-041b-4c19-977d-5de1c9fb5e6a,"El Paso, TX",2025-04-25T05:11:27.714940,delayed
dd6e8dd8-0e19-4342-bbaa-e25415d3d89d,"Oklahoma City, OK",2025-04-29T03:11:27.715039,in transit
dd6e8dd8-0e19-4342-bbaa-e25415d3d89d,"Phoenix, AZ",2025-04-29T05:11:27.715039,delayed
ae8457c6-7aff-4abd-b20a-251e35f9c37d,"Phoenix, AZ",2025-04-07T06:11:27.715115,arrived at hub
ae8457c6-7aff-4abd-b20a-251e35f9c37d,"Phoenix, AZ",2025-04-06T22:11:27.715115,arrived at hub
977d33d2-b1c0-416c-aba0-e018b8ec407d,"Phoenix, AZ",2025-04-26T08:11:27.715200,in transit
977d33d2-b1c0-416c-aba0-e018b8ec407d,"Tucson, AZ",2025-04-26T01:11:27.715200,delayed
977d33d2-b1c0-416c-aba0-e018b8ec407d,"El Paso, TX",2025-04-26T06:11:27.715200,in transit
0ca1cd90-0cd2-4039-a70a-08c6dd14dcac,"Denver, CO",2025-05-01T05:11:27.715272,delivered
0ca1cd90-0cd2-4039-a70a-08c6dd14dcac,"Oklahoma City, OK",2025-04-28T18:11:27.715272,delivered
0ca1cd90-0cd2-4039-a70a-08c6dd14dcac,"Tucson, AZ",2025-04-30T03:11:27.715272,in transit
32f1074d-6b22-49fe-9e9d-34463453363b,"Salt Lake City, UT",2025-05-06T02:11:27.715345,out for delivery
32f1074d-6b22-49fe-9e9d-34463453363b,"Oklahoma City, OK",2025-05-05T19:11:27.715345,in transit
eaabb8ba-6320-4bbe-91b0-825bbe389ff3,"Phoenix, AZ",2025-04-13T21:11:27.715417,in transit
eaabb8ba-6320-4bbe-91b0-825bbe389ff3,"El Paso, TX",2025-04-13T06:11:27.715417,arrived at hub
eaabb8ba-6320-4bbe-91b0-825bbe389ff3,"Denver, CO",2025-04-11T21:11:27.715417,delayed
c48624c5-fdf4-4dd8-97d4-99489eb223bb,"El Paso, TX",2025-05-02T13:11:27.715503,delivered
c48624c5-fdf4-4dd8-97d4-99489eb223bb,"Tucson, AZ",2025-05-02T02:11:27.715503,delivered
c48624c5-fdf4-4dd8-97d4-99489eb223bb,"Phoenix, AZ",2025-05-02T20:11:27.715503,in transit
0aed5158-a70e-4735-be11-c4f5b1a04583,"Tucson, AZ",2025-05-06T20:11:27.715637,arrived at hub
0aed5158-a70e-4735-be11-c4f5b1a04583,"Las Vegas, NV",2025-05-06T17:11:27.715637,out for delivery
629dc55a-7422-4aa9-b32b-ea88faa25a76,"Oklahoma City, OK",2025-04-09T18:11:27.715723,in transit
629dc55a-7422-4aa9-b32b-ea88faa25a76,"Tucson, AZ",2025-04-09T05:11:27.715723,delayed
629dc55a-7422-4aa9-b32b-ea88faa25a76,"Las Vegas, NV",2025-04-08T21:11:27.715723,arrived at hub
6493cde9-290f-4c22-8b18-fe16e9bb12db,"Phoenix, AZ",2025-04-27T21:11:27.715800,in transit
6493cde9-290f-4c22-8b18-fe16e9bb12db,"Tucson, AZ",2025-04-28T00:11:27.715800,in transit
6493cde9-290f-4c22-8b18-fe16e9bb12db,"Salt Lake City, UT",2025-04-29T12:11:27.715800,arrived at hub
70c062d0-7a16-41ba-b127-6c086ff3e236,"Oklahoma City, OK",2025-04-28T07:11:27.715917,in transit
70c062d0-7a16-41ba-b127-6c086ff3e236,"Las Vegas, NV",2025-04-28T17:11:27.715917,out for delivery
37443f73-c776-48f5-b5a9-85724f5b5d5e,"El Paso, TX",2025-04-25T01:11:27.716004,delayed
37443f73-c776-48f5-b5a9-85724f5b5d5e,"Phoenix, AZ",2025-04-25T10:11:27.716004,delivered
9cc6385c-0f9a-426f-b747-4395d34d48ee,"Oklahoma City, OK",2025-04-05T08:11:27.716078,out for delivery
9cc6385c-0f9a-426f-b747-4395d34d48ee,"Salt Lake City, UT",2025-04-05T17:11:27.716078,in transit
563fdb85-38d2-4ea9-a293-9687a6d34c13,"Phoenix, AZ",2025-05-01T12:11:27.716153,delayed
563fdb85-38d2-4ea9-a293-9687a6d34c13,"Salt Lake City, UT",2025-04-30T17:11:27.716153,out for delivery
563fdb85-38d2-4ea9-a293-9687a6d34c13,"El Paso, TX",2025-04-29T16:11:27.716153,delayed
ba464134-7e62-45b3-a2b7-26f654f4f60e,"Las Vegas, NV",2025-04-18T12:11:27.716251,delayed
ba464134-7e62-45b3-a2b7-26f654f4f60e,"Las Vegas, NV",2025-04-19T08:11:27.716251,in transit
75106071-83d1-4890-a850-080d22e3f0ab,"El Paso, TX",2025-04-14T07:11:27.716333,out for delivery
75106071-83d1-4890-a850-080d22e3f0ab,"Denver, CO",2025-04-13T21:11:27.716333,in transit
2645aef2-6b79-4c8f-8520-95d3f6b085fd,"Denver, CO",2025-04-24T08:11:27.716422,out for delivery
2645aef2-6b79-4c8f-8520-95d3f6b085fd,"Tucson, AZ",2025-04-23T18:11:27.716422,delayed
1dafb938-d356-4f21-90dc-41e58ca241c9,"Las Vegas, NV",2025-04-06T12:11:27.716505,delayed
1dafb938-d356-4f21-90dc-41e58ca241c9,"Phoenix, AZ",2025-04-04T23:11:27.716505,arrived at hub
c1076bc2-c504-4b4e-92cf-7d77b0b62238,"Oklahoma City, OK",2025-04-09T19:11:27.716584,in transit
c1076bc2-c504-4b4e-92cf-7d77b0b62238,"Tucson, AZ",2025-04-10T23:11:27.716584,out for delivery
e33fb370-ff0a-4881-8294-e2c85b10b62e,"Tucson, AZ",2025-04-13T21:11:27.716664,delayed
e33fb370-ff0a-4881-8294-e2c85b10b62e,"Salt Lake City, UT",2025-04-12T16:11:27.716664,delivered
e33fb370-ff0a-4881-8294-e2c85b10b62e,"Las Vegas, NV",2025-04-12T03:11:27.716664,out for delivery
32a87607-31a3-4f05-9deb-a9593cbb8cb7,"Oklahoma City, OK",2025-04-08T01:11:27.716743,delivered
32a87607-31a3-4f05-9deb-a9593cbb8cb7,"El Paso, TX",2025-04-09T03:11:27.716743,delayed
b00f5f4e-0536-4999-ad61-760130d57d9b,"Tucson, AZ",2025-04-05T17:11:27.716825,delivered
b00f5f4e-0536-4999-ad61-760130d57d9b,"Phoenix, AZ",2025-04-04T20:11:27.716825,arrived at hub
f9d14101-fca0-442e-838d-e609d595010f,"Salt Lake City, UT",2025-04-24T16:11:27.716922,arrived at hub
f9d14101-fca0-442e-838d-e609d595010f,"Las Vegas, NV",2025-04-24T21:11:27.716922,delayed
f9d14101-fca0-442e-838d-e609d595010f,"Phoenix, AZ",2025-04-24T04:11:27.716922,out for delivery
04bfdfa3-2fb1-4e31-a3e9-fd789d68a2fd,"Denver, CO",2025-04-23T11:11:27.717580,out for delivery
04bfdfa3-2fb1-4e31-a3e9-fd789d68a2fd,"Oklahoma City, OK",2025-04-25T09:11:27.717580,arrived at hub
04bfdfa3-2fb1-4e31-a3e9-fd789d68a2fd,"El Paso, TX",2025-04-25T05:11:27.717580,delayed
ee953f88-7712-4304-ba23-56a3fd990761,"Salt Lake City, UT",2025-04-16T15:11:27.717667,in transit
ee953f88-7712-4304-ba23-56a3fd990761,"Phoenix, AZ",2025-04-16T20:11:27.717667,out for delivery
c0265c6d-fc46-4b4b-a7a5-5ccec32585dc,"El Paso, TX",2025-04-16T05:11:27.717746,out for delivery
c0265c6d-fc46-4b4b-a7a5-5ccec32585dc,"Oklahoma City, OK",2025-04-16T16:11:27.717746,out for delivery
98966d8a-ee39-49c3-bb31-0f36ace2ae0f,"Tucson, AZ",2025-04-23T03:11:27.717919,in transit
98966d8a-ee39-49c3-bb31-0f36ace2ae0f,"Denver, CO",2025-04-24T06:11:27.717919,delivered
98966d8a-ee39-49c3-bb31-0f36ace2ae0f,"Salt Lake City, UT",2025-04-24T23:11:27.717919,delayed
f03b390c-7db7-4392-84bc-2cac45010916,"Salt Lake City, UT",2025-04-14T20:11:27.718009,in transit
f03b390c-7db7-4392-84bc-2cac45010916,"Tucson, AZ",2025-04-13T20:11:27.718009,delivered
1004521a-37b5-4b8a-bd1a-d39ec87349e9,"Phoenix, AZ",2025-04-16T08:11:27.718094,out for delivery
1004521a-37b5-4b8a-bd1a-d39ec87349e9,"Oklahoma City, OK",2025-04-15T04:11:27.718094,delayed
1004521a-37b5-4b8a-bd1a-d39ec87349e9,"Las Vegas, NV",2025-04-14T17:11:27.718094,arrived at hub
2bd8165c-2129-4ce1-8ff2-0e93efc2e1fe,"Oklahoma City, OK",2025-04-07T06:11:27.718182,in transit
2bd8165c-2129-4ce1-8ff2-0e93efc2e1fe,"El Paso, TX",2025-04-07T08:11:27.718182,arrived at hub
602149bd-8d3c-4260-9d24-673953154562,"Oklahoma City, OK",2025-05-03T09:11:27.718260,arrived at hub
602149bd-8d3c-4260-9d24-673953154562,"Phoenix, AZ",2025-05-02T19:11:27.718260,arrived at hub
602149bd-8d3c-4260-9d24-673953154562,"Denver, CO",2025-05-02T21:11:27.718260,arrived at hub
cf5c275d-1ea4-4eaa-87d7-beb36ecca967,"Denver, CO",2025-04-20T22:11:27.718335,out for delivery
cf5c275d-1ea4-4eaa-87d7-beb36ecca967,"Salt Lake City, UT",2025-04-23T00:11:27.718335,delivered
3e97371c-efac-4f66-a37b-5b8330e54d52,"Salt Lake City, UT",2025-04-30T06:11:27.718421,delayed
3e97371c-efac-4f66-a37b-5b8330e54d52,"Tucson, AZ",2025-04-29T08:11:27.718421,in transit
3e97371c-efac-4f66-a37b-5b8330e54d52,"Tucson, AZ",2025-05-01T01:11:27.718421,delayed
6e8a997e-6f16-4ec8-ad25-491bb21f4727,"Las Vegas, NV",2025-04-23T20:11:27.718493,delivered
6e8a997e-6f16-4ec8-ad25-491bb21f4727,"Las Vegas, NV",2025-04-23T22:11:27.718493,out for delivery
6e8a997e-6f16-4ec8-ad25-491bb21f4727,"Phoenix, AZ",2025-04-25T22:11:27.718493,in transit
6cff479f-6095-4150-ae8f-ad0fb6a8deb9,"Phoenix, AZ",2025-04-18T01:11:27.718565,in transit
6cff479f-6095-4150-ae8f-ad0fb6a8deb9,"Tucson, AZ",2025-04-19T05:11:27.718565,out for delivery
6cff479f-6095-4150-ae8f-ad0fb6a8deb9,"Tucson, AZ",2025-04-16T18:11:27.718565,delivered
ee5aed76-e2b5-4fae-a2da-5bce1b74ae40,"El Paso, TX",2025-04-25T06:11:27.718647,out for delivery
ee5aed76-e2b5-4fae-a2da-5bce1b74ae40,"Denver, CO",2025-04-26T05:11:27.718647,in transit
edb73078-0754-43dc-856c-bf4d8aa91d16,"Salt Lake City, UT",2025-04-27T02:11:27.718729,delayed
edb73078-0754-43dc-856c-bf4d8aa91d16,"El Paso, TX",2025-04-26T23:11:27.718729,arrived at hub
edb73078-0754-43dc-856c-bf4d8aa91d16,"Denver, CO",2025-04-26T18:11:27.718729,out for delivery
a34c1475-e6f9-4970-bf85-c8b30f502484,"El Paso, TX",2025-04-28T08:11:27.718800,delivered
a34c1475-e6f9-4970-bf85-c8b30f502484,"Las Vegas, NV",2025-04-26T09:11:27.718800,delayed
a34c1475-e6f9-4970-bf85-c8b30f502484,"Tucson, AZ",2025-04-27T01:11:27.718800,out for delivery
b3a2d6be-58d9-433e-aa1e-2524e9dfbebd,"Salt Lake City, UT",2025-04-06T19:11:27.718886,delayed
b3a2d6be-58d9-433e-aa1e-2524e9dfbebd,"Las Vegas, NV",2025-04-06T21:11:27.718886,in transit
b3a2d6be-58d9-433e-aa1e-2524e9dfbebd,"Las Vegas, NV",2025-04-08T14:11:27.718886,delayed
c8d0b32f-c736-42fd-bc95-c5e38276154b,"Phoenix, AZ",2025-05-06T07:11:27.718988,delivered
c8d0b32f-c736-42fd-bc95-c5e38276154b,"Las Vegas, NV",2025-05-05T07:11:27.718988,delayed
